dateRep;day;month;year;cases;countriesAndTerritories;;;;;;
2020-06-25;25;6;2020;0;Fiji;;;;;;
2020-06-24;24;6;2020;0;Fiji;;;;;;
2020-06-23;23;6;2020;0;Fiji;;;;;;
2020-06-22;22;6;2020;0;Fiji;;;;;;
2020-06-21;21;6;2020;0;Fiji;;;;;;
2020-06-20;20;6;2020;0;Fiji;;;;;;
2020-06-19;19;6;2020;0;Fiji;;;;;;
2020-06-18;18;6;2020;0;Fiji;;;;;;
2020-06-17;17;6;2020;0;Fiji;;;;;;
2020-06-16;16;6;2020;0;Fiji;;;;;;
2020-06-15;15;6;2020;0;Fiji;;;;;;
2020-06-14;14;6;2020;0;Fiji;;;;;;
2020-06-13;13;6;2020;0;Fiji;;;;;;
2020-06-12;12;6;2020;0;Fiji;;;;;;
2020-06-11;11;6;2020;0;Fiji;;;;;;
2020-06-10;10;6;2020;0;Fiji;;;;;;
2020-06-09;9;6;2020;0;Fiji;;;;;;
2020-06-08;8;6;2020;0;Fiji;;;;;;
2020-06-07;7;6;2020;0;Fiji;;;;;;
2020-06-06;6;6;2020;0;Fiji;;;;;;
2020-06-05;5;6;2020;0;Fiji;;;;;;
2020-06-04;4;6;2020;0;Fiji;;;;;;
2020-06-03;3;6;2020;0;Fiji;;;;;;
2020-06-02;2;6;2020;0;Fiji;;;;;;
2020-06-01;1;6;2020;0;Fiji;;;;;;
2020-05-31;31;5;2020;0;Fiji;;;;;;
2020-05-30;30;5;2020;0;Fiji;;;;;;
2020-05-29;29;5;2020;0;Fiji;;;;;;
2020-05-28;28;5;2020;0;Fiji;;;;;;
2020-05-27;27;5;2020;0;Fiji;;;;;;
2020-05-26;26;5;2020;0;Fiji;;;;;;
2020-05-25;25;5;2020;0;Fiji;;;;;;
2020-05-24;24;5;2020;0;Fiji;;;;;;
2020-05-23;23;5;2020;0;Fiji;;;;;;
2020-05-22;22;5;2020;0;Fiji;;;;;;
2020-05-21;21;5;2020;0;Fiji;;;;;;
2020-05-20;20;5;2020;0;Fiji;;;;;;
2020-05-19;19;5;2020;0;Fiji;;;;;;
2020-05-18;18;5;2020;0;Fiji;;;;;;
2020-05-17;17;5;2020;0;Fiji;;;;;;
2020-05-16;16;5;2020;0;Fiji;;;;;;
2020-05-15;15;5;2020;0;Fiji;;;;;;
2020-05-14;14;5;2020;0;Fiji;;;;;;
2020-05-13;13;5;2020;0;Fiji;;;;;;
2020-05-12;12;5;2020;0;Fiji;;;;;;
2020-05-11;11;5;2020;0;Fiji;;;;;;
2020-05-10;10;5;2020;0;Fiji;;;;;;
2020-05-09;9;5;2020;0;Fiji;;;;;;
2020-05-08;8;5;2020;0;Fiji;;;;;;
2020-05-07;7;5;2020;0;Fiji;;;;;;
2020-05-06;6;5;2020;0;Fiji;;;;;;
2020-05-05;5;5;2020;0;Fiji;;;;;;
2020-05-04;4;5;2020;0;Fiji;;;;;;
2020-05-03;3;5;2020;0;Fiji;;;;;;
2020-05-02;2;5;2020;0;Fiji;;;;;;
2020-05-01;1;5;2020;0;Fiji;;;;;;
2020-04-30;30;4;2020;0;Fiji;;;;;;
2020-04-29;29;4;2020;0;Fiji;;;;;;
2020-04-28;28;4;2020;0;Fiji;;;;;;
2020-04-27;27;4;2020;0;Fiji;;;;;;
2020-04-26;26;4;2020;0;Fiji;;;;;;
2020-04-25;25;4;2020;0;Fiji;;;;;;
2020-04-24;24;4;2020;0;Fiji;;;;;;
2020-04-23;23;4;2020;0;Fiji;;;;;;
2020-04-22;22;4;2020;0;Fiji;;;;;;
2020-04-21;21;4;2020;1;Fiji;;;;;;
2020-04-20;20;4;2020;0;Fiji;;;;;;
2020-04-19;19;4;2020;0;Fiji;;;;;;
2020-04-18;18;4;2020;0;Fiji;;;;;;
2020-04-17;17;4;2020;1;Fiji;;;;;;
2020-04-16;16;4;2020;0;Fiji;;;;;;
2020-04-15;15;4;2020;0;Fiji;;;;;;
2020-04-14;14;4;2020;0;Fiji;;;;;;
2020-04-13;13;4;2020;0;Fiji;;;;;;
2020-04-12;12;4;2020;0;Fiji;;;;;;
2020-04-11;11;4;2020;1;Fiji;;;;;;
2020-04-10;10;4;2020;0;Fiji;;;;;;
2020-04-09;9;4;2020;0;Fiji;;;;;;
2020-04-08;8;4;2020;1;Fiji;;;;;;
2020-04-07;7;4;2020;0;Fiji;;;;;;
2020-04-06;6;4;2020;2;Fiji;;;;;;
2020-04-05;5;4;2020;0;Fiji;;;;;;
2020-04-04;4;4;2020;5;Fiji;;;;;;
2020-04-03;3;4;2020;0;Fiji;;;;;;
2020-04-02;2;4;2020;2;Fiji;;;;;;
2020-04-01;1;4;2020;0;Fiji;;;;;;
2020-03-31;31;3;2020;0;Fiji;;;;;;
2020-03-30;30;3;2020;0;Fiji;;;;;;
2020-03-29;29;3;2020;0;Fiji;;;;;;
2020-03-28;28;3;2020;0;Fiji;;;;;;
2020-03-27;27;3;2020;0;Fiji;;;;;;
2020-03-26;26;3;2020;0;Fiji;;;;;;
2020-03-25;25;3;2020;1;Fiji;;;;;;
2020-03-24;24;3;2020;1;Fiji;;;;;;
2020-03-23;23;3;2020;1;Fiji;;;;;;
2020-03-22;22;3;2020;1;Fiji;;;;;;
2020-03-21;21;3;2020;0;Fiji;;;;;;
2020-03-20;20;3;2020;1;Fiji;;;;;;
2020-12-14;14;12;2020;360;Finland;;;;;;
2020-12-13;13;12;2020;377;Finland;;;;;;
2020-12-12;12;12;2020;501;Finland;;;;;;
2020-12-11;11;12;2020;840;Finland;;;;;;
2020-12-10;10;12;2020;490;Finland;;;;;;
2020-12-09;9;12;2020;361;Finland;;;;;;
2020-12-08;8;12;2020;250;Finland;;;;;;
2020-12-07;7;12;2020;413;Finland;;;;;;
2020-12-06;6;12;2020;460;Finland;;;;;;
2020-12-05;5;12;2020;316;Finland;;;;;;
2020-12-04;4;12;2020;560;Finland;;;;;;
2020-12-03;3;12;2020;420;Finland;;;;;;
2020-12-02;2;12;2020;550;Finland;;;;;;
2020-12-01;1;12;2020;283;Finland;;;;;;
2020-11-30;30;11;2020;322;Finland;;;;;;
2020-11-29;29;11;2020;541;Finland;;;;;;
2020-11-28;28;11;2020;618;Finland;;;;;;
2020-11-27;27;11;2020;496;Finland;;;;;;
2020-11-26;26;11;2020;363;Finland;;;;;;
2020-11-25;25;11;2020;353;Finland;;;;;;
2020-11-24;24;11;2020;297;Finland;;;;;;
2020-11-23;23;11;2020;423;Finland;;;;;;
2020-11-22;22;11;2020;469;Finland;;;;;;
2020-11-21;21;11;2020;461;Finland;;;;;;
2020-11-20;20;11;2020;351;Finland;;;;;;
2020-11-19;19;11;2020;288;Finland;;;;;;
2020-11-18;18;11;2020;228;Finland;;;;;;
2020-11-17;17;11;2020;104;Finland;;;;;;
2020-11-16;16;11;2020;213;Finland;;;;;;
2020-11-15;15;11;2020;244;Finland;;;;;;
2020-11-14;14;11;2020;316;Finland;;;;;;
2020-11-13;13;11;2020;197;Finland;;;;;;
2020-11-12;12;11;2020;238;Finland;;;;;;
2020-11-11;11;11;2020;220;Finland;;;;;;
2020-11-10;10;11;2020;90;Finland;;;;;;
2020-11-09;9;11;2020;412;Finland;;;;;;
2020-11-08;8;11;2020;0;Finland;;;;;;
2020-11-07;7;11;2020;266;Finland;;;;;;
2020-11-06;6;11;2020;189;Finland;;;;;;
2020-11-05;5;11;2020;293;Finland;;;;;;
2020-11-04;4;11;2020;237;Finland;;;;;;
2020-11-03;3;11;2020;109;Finland;;;;;;
2020-11-02;2;11;2020;178;Finland;;;;;;
2020-11-01;1;11;2020;203;Finland;;;;;;
2020-10-31;31;10;2020;344;Finland;;;;;;
2020-10-30;30;10;2020;188;Finland;;;;;;
2020-10-29;29;10;2020;215;Finland;;;;;;
2020-10-28;28;10;2020;193;Finland;;;;;;
2020-10-27;27;10;2020;122;Finland;;;;;;
2020-10-26;26;10;2020;196;Finland;;;;;;
2020-10-25;25;10;2020;178;Finland;;;;;;
2020-10-24;24;10;2020;219;Finland;;;;;;
2020-10-23;23;10;2020;184;Finland;;;;;;
2020-10-22;22;10;2020;222;Finland;;;;;;
2020-10-21;21;10;2020;294;Finland;;;;;;
2020-10-20;20;10;2020;131;Finland;;;;;;
2020-10-19;19;10;2020;131;Finland;;;;;;
2020-10-18;18;10;2020;160;Finland;;;;;;
2020-10-17;17;10;2020;139;Finland;;;;;;
2020-10-16;16;10;2020;291;Finland;;;;;;
2020-10-15;15;10;2020;204;Finland;;;;;;
2020-10-14;14;10;2020;287;Finland;;;;;;
2020-10-13;13;10;2020;214;Finland;;;;;;
2020-10-12;12;10;2020;149;Finland;;;;;;
2020-10-11;11;10;2020;269;Finland;;;;;;
2020-10-10;10;10;2020;235;Finland;;;;;;
2020-10-09;9;10;2020;296;Finland;;;;;;
2020-10-08;8;10;2020;120;Finland;;;;;;
2020-10-07;7;10;2020;227;Finland;;;;;;
2020-10-06;6;10;2020;164;Finland;;;;;;
2020-10-05;5;10;2020;294;Finland;;;;;;
2020-10-04;4;10;2020;40;Finland;;;;;;
2020-10-03;3;10;2020;101;Finland;;;;;;
2020-10-02;2;10;2020;111;Finland;;;;;;
2020-10-01;1;10;2020;100;Finland;;;;;;
2020-09-30;30;9;2020;158;Finland;;;;;;
2020-09-29;29;9;2020;52;Finland;;;;;;
2020-09-28;28;9;2020;105;Finland;;;;;;
2020-09-27;27;9;2020;93;Finland;;;;;;
2020-09-26;26;9;2020;105;Finland;;;;;;
2020-09-25;25;9;2020;91;Finland;;;;;;
2020-09-24;24;9;2020;93;Finland;;;;;;
2020-09-23;23;9;2020;149;Finland;;;;;;
2020-09-22;22;9;2020;66;Finland;;;;;;
2020-09-21;21;9;2020;58;Finland;;;;;;
2020-09-20;20;9;2020;64;Finland;;;;;;
2020-09-19;19;9;2020;59;Finland;;;;;;
2020-09-18;18;9;2020;49;Finland;;;;;;
2020-09-17;17;9;2020;25;Finland;;;;;;
2020-09-16;16;9;2020;98;Finland;;;;;;
2020-09-15;15;9;2020;47;Finland;;;;;;
2020-09-14;14;9;2020;23;Finland;;;;;;
2020-09-13;13;9;2020;45;Finland;;;;;;
2020-09-12;12;9;2020;43;Finland;;;;;;
2020-09-11;11;9;2020;39;Finland;;;;;;
2020-09-10;10;9;2020;93;Finland;;;;;;
2020-09-09;9;9;2020;10;Finland;;;;;;
2020-09-08;8;9;2020;36;Finland;;;;;;
2020-09-07;7;9;2020;30;Finland;;;;;;
2020-09-06;6;9;2020;36;Finland;;;;;;
2020-09-05;5;9;2020;25;Finland;;;;;;
2020-09-04;4;9;2020;39;Finland;;;;;;
2020-09-03;3;9;2020;19;Finland;;;;;;
2020-09-02;2;9;2020;56;Finland;;;;;;
2020-09-01;1;9;2020;9;Finland;;;;;;
2020-08-31;31;8;2020;28;Finland;;;;;;
2020-08-30;30;8;2020;7;Finland;;;;;;
2020-08-29;29;8;2020;23;Finland;;;;;;
2020-08-28;28;8;2020;17;Finland;;;;;;
2020-08-27;27;8;2020;21;Finland;;;;;;
2020-08-26;26;8;2020;43;Finland;;;;;;
2020-08-25;25;8;2020;18;Finland;;;;;;
2020-08-24;24;8;2020;14;Finland;;;;;;
2020-08-23;23;8;2020;35;Finland;;;;;;
2020-08-22;22;8;2020;29;Finland;;;;;;
2020-08-21;21;8;2020;37;Finland;;;;;;
2020-08-20;20;8;2020;29;Finland;;;;;;
2020-08-19;19;8;2020;24;Finland;;;;;;
2020-08-18;18;8;2020;21;Finland;;;;;;
2020-08-17;17;8;2020;11;Finland;;;;;;
2020-08-16;16;8;2020;20;Finland;;;;;;
2020-08-15;15;8;2020;17;Finland;;;;;;
2020-08-14;14;8;2020;41;Finland;;;;;;
2020-08-13;13;8;2020;19;Finland;;;;;;
2020-08-12;12;8;2020;22;Finland;;;;;;
2020-08-11;11;8;2020;17;Finland;;;;;;
2020-08-10;10;8;2020;16;Finland;;;;;;
2020-08-09;9;8;2020;14;Finland;;;;;;
2020-08-08;8;8;2020;22;Finland;;;;;;
2020-08-07;7;8;2020;20;Finland;;;;;;
2020-08-06;6;8;2020;29;Finland;;;;;;
2020-08-05;5;8;2020;17;Finland;;;;;;
2020-08-04;4;8;2020;13;Finland;;;;;;
2020-08-03;3;8;2020;10;Finland;;;;;;
2020-08-02;2;8;2020;11;Finland;;;;;;
2020-08-01;1;8;2020;9;Finland;;;;;;
2020-07-31;31;7;2020;9;Finland;;;;;;
2020-07-30;30;7;2020;10;Finland;;;;;;
2020-07-29;29;7;2020;6;Finland;;;;;;
2020-07-28;28;7;2020;5;Finland;;;;;;
2020-07-27;27;7;2020;5;Finland;;;;;;
2020-07-26;26;7;2020;8;Finland;;;;;;
2020-07-25;25;7;2020;8;Finland;;;;;;
2020-07-24;24;7;2020;10;Finland;;;;;;
2020-07-23;23;7;2020;11;Finland;;;;;;
2020-07-22;22;7;2020;11;Finland;;;;;;
2020-07-21;21;7;2020;2;Finland;;;;;;
2020-07-20;20;7;2020;20;Finland;;;;;;
2020-07-19;19;7;2020;17;Finland;;;;;;
2020-07-18;18;7;2020;8;Finland;;;;;;
2020-07-17;17;7;2020;0;Finland;;;;;;
2020-07-16;16;7;2020;0;Finland;;;;;;
2020-07-15;15;7;2020;0;Finland;;;;;;
2020-07-14;14;7;2020;1;Finland;;;;;;
2020-07-13;13;7;2020;2;Finland;;;;;;
2020-07-12;12;7;2020;0;Finland;;;;;;
2020-07-11;11;7;2020;3;Finland;;;;;;
2020-07-10;10;7;2020;4;Finland;;;;;;
2020-07-09;9;7;2020;7;Finland;;;;;;
2020-07-08;8;7;2020;1;Finland;;;;;;
2020-07-07;7;7;2020;3;Finland;;;;;;
2020-07-06;6;7;2020;2;Finland;;;;;;
2020-07-05;5;7;2020;1;Finland;;;;;;
2020-07-04;4;7;2020;28;Finland;;;;;;
2020-07-03;3;7;2020;5;Finland;;;;;;
2020-07-02;2;7;2020;22;Finland;;;;;;
2020-07-01;1;7;2020;5;Finland;;;;;;
2020-06-30;30;6;2020;18;Finland;;;;;;
2020-06-29;29;6;2020;0;Finland;;;;;;
2020-06-28;28;6;2020;0;Finland;;;;;;
2020-06-27;27;6;2020;19;Finland;;;;;;
2020-06-26;26;6;2020;5;Finland;;;;;;
2020-06-25;25;6;2020;12;Finland;;;;;;
2020-06-24;24;6;2020;11;Finland;;;;;;
2020-06-23;23;6;2020;1;Finland;;;;;;
2020-06-22;22;6;2020;1;Finland;;;;;;
2020-06-21;21;6;2020;9;Finland;;;;;;
2020-06-20;20;6;2020;16;Finland;;;;;;
2020-06-19;19;6;2020;0;Finland;;;;;;
2020-06-18;18;6;2020;5;Finland;;;;;;
2020-06-17;17;6;2020;4;Finland;;;;;;
2020-06-16;16;6;2020;4;Finland;;;;;;
2020-06-15;15;6;2020;17;Finland;;;;;;
2020-06-14;14;6;2020;14;Finland;;;;;;
2020-06-13;13;6;2020;9;Finland;;;;;;
2020-06-12;12;6;2020;24;Finland;;;;;;
2020-06-11;11;6;2020;15;Finland;;;;;;
2020-06-10;10;6;2020;24;Finland;;;;;;
2020-06-09;9;6;2020;20;Finland;;;;;;
2020-06-08;8;6;2020;17;Finland;;;;;;
2020-06-07;7;6;2020;23;Finland;;;;;;
2020-06-06;6;6;2020;30;Finland;;;;;;
2020-06-05;5;6;2020;0;Finland;;;;;;
2020-06-04;4;6;2020;24;Finland;;;;;;
2020-06-03;3;6;2020;2;Finland;;;;;;
2020-06-02;2;6;2020;26;Finland;;;;;;
2020-06-01;1;6;2020;33;Finland;;;;;;
2020-05-31;31;5;2020;50;Finland;;;;;;
2020-05-30;30;5;2020;33;Finland;;;;;;
2020-05-29;29;5;2020;51;Finland;;;;;;
2020-05-28;28;5;2020;64;Finland;;;;;;
2020-05-27;27;5;2020;29;Finland;;;;;;
2020-05-26;26;5;2020;20;Finland;;;;;;
2020-05-25;25;5;2020;11;Finland;;;;;;
2020-05-24;24;5;2020;31;Finland;;;;;;
2020-05-23;23;5;2020;44;Finland;;;;;;
2020-05-22;22;5;2020;50;Finland;;;;;;
2020-05-21;21;5;2020;44;Finland;;;;;;
2020-05-20;20;5;2020;19;Finland;;;;;;
2020-05-19;19;5;2020;33;Finland;;;;;;
2020-05-18;18;5;2020;61;Finland;;;;;;
2020-05-17;17;5;2020;58;Finland;;;;;;
2020-05-16;16;5;2020;83;Finland;;;;;;
2020-05-15;15;5;2020;91;Finland;;;;;;
2020-05-14;14;5;2020;51;Finland;;;;;;
2020-05-13;13;5;2020;19;Finland;;;;;;
2020-05-12;12;5;2020;22;Finland;;;;;;
2020-05-11;11;5;2020;82;Finland;;;;;;
2020-05-10;10;5;2020;142;Finland;;;;;;
2020-05-09;9;5;2020;65;Finland;;;;;;
2020-05-08;8;5;2020;100;Finland;;;;;;
2020-05-07;7;5;2020;161;Finland;;;;;;
2020-05-06;6;5;2020;85;Finland;;;;;;
2020-05-05;5;5;2020;73;Finland;;;;;;
2020-05-04;4;5;2020;75;Finland;;;;;;
2020-05-03;3;5;2020;128;Finland;;;;;;
2020-05-02;2;5;2020;56;Finland;;;;;;
2020-05-01;1;5;2020;89;Finland;;;;;;
2020-04-30;30;4;2020;166;Finland;;;;;;
2020-04-29;29;4;2020;45;Finland;;;;;;
2020-04-28;28;4;2020;119;Finland;;;;;;
2020-04-27;27;4;2020;101;Finland;;;;;;
2020-04-26;26;4;2020;80;Finland;;;;;;
2020-04-25;25;4;2020;111;Finland;;;;;;
2020-04-24;24;4;2020;155;Finland;;;;;;
2020-04-23;23;4;2020;115;Finland;;;;;;
2020-04-22;22;4;2020;146;Finland;;;;;;
2020-04-21;21;4;2020;85;Finland;;;;;;
2020-04-20;20;4;2020;102;Finland;;;;;;
2020-04-19;19;4;2020;192;Finland;;;;;;
2020-04-18;18;4;2020;120;Finland;;;;;;
2020-04-17;17;4;2020;132;Finland;;;;;;
2020-04-16;16;4;2020;76;Finland;;;;;;
2020-04-15;15;4;2020;97;Finland;;;;;;
2020-04-14;14;4;2020;90;Finland;;;;;;
2020-04-13;13;4;2020;69;Finland;;;;;;
2020-04-12;12;4;2020;136;Finland;;;;;;
2020-04-11;11;4;2020;164;Finland;;;;;;
2020-04-10;10;4;2020;118;Finland;;;;;;
2020-04-09;9;4;2020;179;Finland;;;;;;
2020-04-08;8;4;2020;132;Finland;;;;;;
2020-04-07;7;4;2020;249;Finland;;;;;;
2020-04-06;6;4;2020;45;Finland;;;;;;
2020-04-05;5;4;2020;267;Finland;;;;;;
2020-04-04;4;4;2020;97;Finland;;;;;;
2020-04-03;3;4;2020;72;Finland;;;;;;
2020-04-02;2;4;2020;62;Finland;;;;;;
2020-04-01;1;4;2020;71;Finland;;;;;;
2020-03-31;31;3;2020;95;Finland;;;;;;
2020-03-30;30;3;2020;0;Finland;;;;;;
2020-03-29;29;3;2020;193;Finland;;;;;;
2020-03-28;28;3;2020;67;Finland;;;;;;
2020-03-27;27;3;2020;78;Finland;;;;;;
2020-03-26;26;3;2020;88;Finland;;;;;;
2020-03-25;25;3;2020;92;Finland;;;;;;
2020-03-24;24;3;2020;74;Finland;;;;;;
2020-03-23;23;3;2020;105;Finland;;;;;;
2020-03-22;22;3;2020;71;Finland;;;;;;
2020-03-21;21;3;2020;50;Finland;;;;;;
2020-03-20;20;3;2020;31;Finland;;;;;;
2020-03-19;19;3;2020;50;Finland;;;;;;
2020-03-18;18;3;2020;47;Finland;;;;;;
2020-03-17;17;3;2020;5;Finland;;;;;;
2020-03-16;16;3;2020;57;Finland;;;;;;
2020-03-15;15;3;2020;27;Finland;;;;;;
2020-03-14;14;3;2020;28;Finland;;;;;;
2020-03-13;13;3;2020;96;Finland;;;;;;
2020-03-12;12;3;2020;19;Finland;;;;;;
2020-03-10;10;3;2020;10;Finland;;;;;;
2020-03-09;9;3;2020;11;Finland;;;;;;
2020-03-07;7;3;2020;7;Finland;;;;;;
2020-03-06;6;3;2020;5;Finland;;;;;;
2020-03-04;4;3;2020;1;Finland;;;;;;
2020-03-02;2;3;2020;3;Finland;;;;;;
2020-03-01;1;3;2020;0;Finland;;;;;;
2020-02-29;29;2;2020;1;Finland;;;;;;
2020-02-28;28;2;2020;0;Finland;;;;;;
2020-02-27;27;2;2020;1;Finland;;;;;;
2020-02-26;26;2;2020;0;Finland;;;;;;
2020-02-25;25;2;2020;0;Finland;;;;;;
2020-02-24;24;2;2020;0;Finland;;;;;;
2020-02-23;23;2;2020;0;Finland;;;;;;
2020-02-22;22;2;2020;0;Finland;;;;;;
2020-02-21;21;2;2020;0;Finland;;;;;;
2020-02-20;20;2;2020;0;Finland;;;;;;
2020-02-19;19;2;2020;0;Finland;;;;;;
2020-02-18;18;2;2020;0;Finland;;;;;;
2020-02-17;17;2;2020;0;Finland;;;;;;
2020-02-16;16;2;2020;0;Finland;;;;;;
2020-02-15;15;2;2020;0;Finland;;;;;;
2020-02-14;14;2;2020;0;Finland;;;;;;
2020-02-13;13;2;2020;0;Finland;;;;;;
2020-02-12;12;2;2020;0;Finland;;;;;;
2020-02-11;11;2;2020;0;Finland;;;;;;
2020-02-10;10;2;2020;0;Finland;;;;;;
2020-02-09;9;2;2020;0;Finland;;;;;;
2020-02-08;8;2;2020;0;Finland;;;;;;
2020-02-07;7;2;2020;0;Finland;;;;;;
2020-02-06;6;2;2020;0;Finland;;;;;;
2020-02-05;5;2;2020;0;Finland;;;;;;
2020-02-04;4;2;2020;0;Finland;;;;;;
2020-02-03;3;2;2020;0;Finland;;;;;;
2020-02-02;2;2;2020;0;Finland;;;;;;
2020-02-01;1;2;2020;0;Finland;;;;;;
2020-01-31;31;1;2020;0;Finland;;;;;;
2020-01-30;30;1;2020;1;Finland;;;;;;
2020-01-29;29;1;2020;0;Finland;;;;;;
2020-01-28;28;1;2020;0;Finland;;;;;;
2020-01-27;27;1;2020;0;Finland;;;;;;
2020-01-26;26;1;2020;0;Finland;;;;;;
2020-01-25;25;1;2020;0;Finland;;;;;;
2020-01-24;24;1;2020;0;Finland;;;;;;
2020-01-23;23;1;2020;0;Finland;;;;;;
2020-01-22;22;1;2020;0;Finland;;;;;;
2020-01-21;21;1;2020;0;Finland;;;;;;
2020-01-20;20;1;2020;0;Finland;;;;;;
2020-01-19;19;1;2020;0;Finland;;;;;;
2020-01-18;18;1;2020;0;Finland;;;;;;
2020-01-17;17;1;2020;0;Finland;;;;;;
2020-01-16;16;1;2020;0;Finland;;;;;;
2020-01-15;15;1;2020;0;Finland;;;;;;
2020-01-14;14;1;2020;0;Finland;;;;;;
2020-01-13;13;1;2020;0;Finland;;;;;;
2020-01-12;12;1;2020;0;Finland;;;;;;
2020-01-11;11;1;2020;0;Finland;;;;;;
2020-01-10;10;1;2020;0;Finland;;;;;;
2020-01-09;9;1;2020;0;Finland;;;;;;
2020-01-08;8;1;2020;0;Finland;;;;;;
2020-01-07;7;1;2020;0;Finland;;;;;;
2020-01-06;6;1;2020;0;Finland;;;;;;
2020-01-05;5;1;2020;0;Finland;;;;;;
2020-01-04;4;1;2020;0;Finland;;;;;;
2020-01-03;3;1;2020;0;Finland;;;;;;
2020-01-02;2;1;2020;0;Finland;;;;;;
2020-01-01;1;1;2020;0;Finland;;;;;;
2019-12-31;31;12;2019;0;Finland;;;;;;
2020-12-14;14;12;2020;11533;France;;;;;;
2020-12-13;13;12;2020;13947;France;;;;;;
2020-12-12;12;12;2020;13406;France;;;;;;
2020-12-11;11;12;2020;13750;France;;;;;;
2020-12-10;10;12;2020;14595;France;;;;;;
2020-12-09;9;12;2020;13713;France;;;;;;
2020-12-08;8;12;2020;3411;France;;;;;;
2020-12-07;7;12;2020;11022;France;;;;;;
2020-12-06;6;12;2020;12923;France;;;;;;
2020-12-05;5;12;2020;11221;France;;;;;;
2020-12-04;4;12;2020;12696;France;;;;;;
2020-12-03;3;12;2020;14064;France;;;;;;
2020-12-02;2;12;2020;8083;France;;;;;;
2020-12-01;1;12;2020;4005;France;;;;;;
2020-11-30;30;11;2020;9784;France;;;;;;
2020-11-29;29;11;2020;12500;France;;;;;;
2020-11-28;28;11;2020;12539;France;;;;;;
2020-11-27;27;11;2020;13563;France;;;;;;
2020-11-26;26;11;2020;16282;France;;;;;;
2020-11-25;25;11;2020;9155;France;;;;;;
2020-11-24;24;11;2020;4452;France;;;;;;
2020-11-23;23;11;2020;13157;France;;;;;;
2020-11-22;22;11;2020;17881;France;;;;;;
2020-11-21;21;11;2020;22882;France;;;;;;
2020-11-20;20;11;2020;21150;France;;;;;;
2020-11-19;19;11;2020;28383;France;;;;;;
2020-11-18;18;11;2020;45522;France;;;;;;
2020-11-17;17;11;2020;9406;France;;;;;;
2020-11-16;16;11;2020;27228;France;;;;;;
2020-11-15;15;11;2020;32095;France;;;;;;
2020-11-14;14;11;2020;23794;France;;;;;;
2020-11-13;13;11;2020;33172;France;;;;;;
2020-11-12;12;11;2020;35879;France;;;;;;
2020-11-11;11;11;2020;22180;France;;;;;;
2020-11-10;10;11;2020;20155;France;;;;;;
2020-11-09;9;11;2020;38619;France;;;;;;
2020-11-08;8;11;2020;86852;France;;;;;;
2020-11-07;7;11;2020;60486;France;;;;;;
2020-11-06;6;11;2020;58046;France;;;;;;
2020-11-05;5;11;2020;40558;France;;;;;;
2020-11-04;4;11;2020;36330;France;;;;;;
2020-11-03;3;11;2020;52518;France;;;;;;
2020-11-02;2;11;2020;49290;France;;;;;;
2020-11-01;1;11;2020;32641;France;;;;;;
2020-10-31;31;10;2020;49215;France;;;;;;
2020-10-30;30;10;2020;47637;France;;;;;;
2020-10-29;29;10;2020;36437;France;;;;;;
2020-10-28;28;10;2020;33417;France;;;;;;
2020-10-27;27;10;2020;26771;France;;;;;;
2020-10-26;26;10;2020;52010;France;;;;;;
2020-10-25;25;10;2020;45422;France;;;;;;
2020-10-24;24;10;2020;42032;France;;;;;;
2020-10-23;23;10;2020;41622;France;;;;;;
2020-10-22;22;10;2020;26676;France;;;;;;
2020-10-21;21;10;2020;20468;France;;;;;;
2020-10-20;20;10;2020;13243;France;;;;;;
2020-10-19;19;10;2020;29837;France;;;;;;
2020-10-18;18;10;2020;32427;France;;;;;;
2020-10-17;17;10;2020;25086;France;;;;;;
2020-10-16;16;10;2020;30621;France;;;;;;
2020-10-15;15;10;2020;22591;France;;;;;;
2020-10-14;14;10;2020;12993;France;;;;;;
2020-10-13;13;10;2020;8505;France;;;;;;
2020-10-12;12;10;2020;16101;France;;;;;;
2020-10-11;11;10;2020;26896;France;;;;;;
2020-10-10;10;10;2020;20339;France;;;;;;
2020-10-09;9;10;2020;18129;France;;;;;;
2020-10-08;8;10;2020;18746;France;;;;;;
2020-10-07;7;10;2020;10489;France;;;;;;
2020-10-06;6;10;2020;5104;France;;;;;;
2020-10-05;5;10;2020;12545;France;;;;;;
2020-10-04;4;10;2020;16972;France;;;;;;
2020-10-03;3;10;2020;12148;France;;;;;;
2020-10-02;2;10;2020;13970;France;;;;;;
2020-10-01;1;10;2020;12845;France;;;;;;
2020-09-30;30;9;2020;8051;France;;;;;;
2020-09-29;29;9;2020;4070;France;;;;;;
2020-09-28;28;9;2020;11123;France;;;;;;
2020-09-27;27;9;2020;14412;France;;;;;;
2020-09-26;26;9;2020;15797;France;;;;;;
2020-09-25;25;9;2020;16096;France;;;;;;
2020-09-24;24;9;2020;13072;France;;;;;;
2020-09-23;23;9;2020;10008;France;;;;;;
2020-09-22;22;9;2020;4298;France;;;;;;
2020-09-21;21;9;2020;11569;France;;;;;;
2020-09-20;20;9;2020;13498;France;;;;;;
2020-09-19;19;9;2020;13215;France;;;;;;
2020-09-18;18;9;2020;10593;France;;;;;;
2020-09-17;17;9;2020;9784;France;;;;;;
2020-09-16;16;9;2020;7852;France;;;;;;
2020-09-15;15;9;2020;6158;France;;;;;;
2020-09-14;14;9;2020;7183;France;;;;;;
2020-09-13;13;9;2020;10561;France;;;;;;
